ID,Education,Income,Marital_Status,Occupation,Children,Region,Gender
13268,Master's Degree,Medium,Married,Senior Manager,0,South,Male
13269,Master's Degree,Low,Single,Senior Manager,1,East,Male
13270,Bachelor's Degree,Low,Married,Manager,1,North,Male
13271,Bachelor's Degree,High,Single,Manager,2,East,Male
13272,Master's Degree,High,Married,Senior Manager,0,East,Male
13273,Master's Degree,Low,Single,Senior Manager,2,West,Female
13274,Bachelor's Degree,Medium,Married,Manager,0,Central,Male
13275,Bachelor's Degree,Medium,Married,Manager,0,Central,Male
13276,Some College,Low,Single,Entry Level,0,Central,Male
13277,High School,Low,Single,Student,0,Central,Female
13278,Some College,Low,Single,Entry Level,0,West,Male
13279,Bachelor's Degree,Low,Married,Manager,1,East,Male
13280,Master's Degree,Low,Married,Senior Manager,0,West,Male
13281,Master's Degree,Low,Single,Senior Manager,0,North,Female
13282,Bachelor's Degree,Low,Single,Manager,2,North,Female
13283,Bachelor's Degree,Low,Married,Manager,1,North,Female
13284,Master's Degree,High,Married,Senior Manager,1,North,Female
13285,Master's Degree,Low,Single,Senior Manager,1,West,Female
13286,Bachelor's Degree,Medium,Single,Manager,3,Central,Male
13287,Bachelor's Degree,High,Single,Manager,3,North,Female
13288,Master's Degree,High,Divorced,Senior Manager,0,East,Female
13289,Master's Degree,Low,Married,Senior Manager,0,West,Male
13290,Master's Degree,Low,Single,Senior Manager,1,South,Male
13291,Master's Degree,High,Divorced,Senior Manager,0,East,Female
13292,Master's Degree,Medium,Married,Senior Manager,0,East,Female
13293,Bachelor's Degree,Low,Single,Manager,1,East,Male
13294,Master's Degree,Low,Married,Senior Manager,1,East,Female
13295,Bachelor's Degree,Low,Married,Manager,1,Central,Female
13296,High School,Medium,Single,Student,0,North,Male
13297,Master's Degree,Low,Married,Senior Manager,1,North,Female
13298,Master's Degree,Medium,Married,Senior Manager,3,East,Male
13299,Bachelor's Degree,High,Divorced,Manager,1,Central,Female
13300,Master's Degree,Low,Married,Senior Manager,0,South,Female
13301,Bachelor's Degree,Low,Single,Manager,3,North,Female
13302,Bachelor's Degree,Medium,Single,Manager,1,North,Female
13303,Bachelor's Degree,Low,Married,Manager,0,Central,Male
13304,Bachelor's Degree,Medium,Divorced,Manager,3,East,Female
13305,Some College,Low,Single,Entry Level,0,North,Male
13306,Bachelor's Degree,Low,Married,Manager,3,South,Female
13307,Bachelor's Degree,High,Single,Manager,1,South,Female
13308,Bachelor's Degree,Low,Married,Manager,0,West,Male
13309,High School,High,Single,Student,0,West,Male
13310,Bachelor's Degree,Medium,Married,Manager,2,Central,Male
13311,Some College,Low,Single,Entry Level,0,West,Male
13312,Bachelor's Degree,Low,Single,Manager,1,East,Male
13313,Master's Degree,High,Married,Senior Manager,2,East,Female
13314,Master's Degree,Low,Single,Senior Manager,2,North,Female
13315,High School,Low,Single,Student,0,South,Male
13316,Master's Degree,Low,Married,Senior Manager,0,West,Male
13317,Bachelor's Degree,Medium,Single,Manager,3,North,Female
13318,Master's Degree,Low,Single,Senior Manager,3,West,Female
13319,Bachelor's Degree,Low,Married,Manager,0,South,Male
13320,Master's Degree,Low,Married,Senior Manager,3,West,Male
13321,Some College,Low,Single,Entry Level,0,West,Male
13322,High School,Low,Single,Student,0,West,Male
13323,Bachelor's Degree,High,Married,Manager,0,South,Female
13324,Bachelor's Degree,Medium,Married,Manager,3,Central,Male
13325,Some College,Low,Single,Entry Level,0,South,Female
13326,Master's Degree,High,Single,Senior Manager,3,South,Male
13327,Bachelor's Degree,High,Married,Manager,0,North,Female
13328,Master's Degree,High,Divorced,Senior Manager,0,Central,Female
13329,Master's Degree,Low,Single,Senior Manager,1,South,Female
13330,High School,Low,Single,Student,0,North,Male
13331,Master's Degree,High,Married,Senior Manager,1,North,Female
13332,Bachelor's Degree,Low,Married,Manager,2,South,Female
13333,Master's Degree,High,Married,Senior Manager,3,West,Male
13334,Master's Degree,High,Married,Senior Manager,1,Central,Male
13335,Master's Degree,Low,Married,Senior Manager,1,North,Female
13336,Bachelor's Degree,Low,Married,Manager,3,South,Female
13337,Master's Degree,High,Married,Senior Manager,2,South,Female
13338,Bachelor's Degree,High,Married,Manager,1,East,Female
13339,Bachelor's Degree,Low,Divorced,Manager,0,South,Female
13340,Bachelor's Degree,Medium,Married,Manager,3,West,Female
13341,Master's Degree,High,Married,Senior Manager,2,Central,Female
13342,Bachelor's Degree,Low,Single,Manager,0,East,Male
13343,Some College,Low,Single,Entry Level,0,East,Female
13344,Bachelor's Degree,High,Married,Manager,0,South,Male
13345,High School,High,Single,Student,0,West,Male
13346,Master's Degree,Low,Married,Senior Manager,1,North,Female
13347,Master's Degree,Medium,Single,Senior Manager,2,North,Female
13348,Bachelor's Degree,Low,Single,Manager,0,Central,Male
13349,Bachelor's Degree,Low,Single,Manager,0,Central,Female
13350,Some College,Low,Single,Entry Level,0,North,Female
13351,Bachelor's Degree,High,Married,Manager,0,Central,Male
13352,Bachelor's Degree,Medium,Single,Manager,0,South,Male
13353,High School,Low,Single,Student,0,East,Female
13354,Master's Degree,Medium,Married,Senior Manager,0,East,Male
13355,Bachelor's Degree,Medium,Married,Manager,1,South,Female
13356,Bachelor's Degree,Low,Married,Manager,1,West,Female
13357,High School,Low,Single,Student,0,West,Female
13358,High School,Medium,Single,Student,0,South,Female
13359,Master's Degree,Low,Married,Senior Manager,2,East,Male
13360,Bachelor's Degree,Low,Single,Manager,0,South,Male
13361,Bachelor's Degree,Low,Single,Manager,1,West,Female
13362,Bachelor's Degree,High,Married,Manager,1,Central,Male
13363,Master's Degree,Medium,Married,Senior Manager,0,Central,Male
13364,Master's Degree,Low,Married,Senior Manager,1,South,Male
13365,High School,Low,Single,Student,0,North,Male
13366,Bachelor's Degree,Medium,Single,Manager,2,Central,Male
13367,Bachelor's Degree,Low,Single,Manager,2,South,Male
13368,Some College,Low,Single,Entry Level,0,Central,Female
13369,Master's Degree,Medium,Single,Senior Manager,0,South,Male
13370,Bachelor's Degree,Low,Single,Manager,0,South,Male
13371,Bachelor's Degree,Low,Married,Manager,1,East,Female
13372,Master's Degree,Medium,Single,Senior Manager,3,North,Male
13373,Bachelor's Degree,Low,Divorced,Manager,1,North,Female
13374,Bachelor's Degree,Low,Married,Manager,0,East,Male
13375,High School,Medium,Single,Student,0,West,Male
13376,Some College,Low,Single,Entry Level,0,South,Female
13377,Bachelor's Degree,High,Divorced,Manager,2,North,Male
13378,High School,Low,Single,Student,0,Central,Female
13379,Some College,Low,Single,Entry Level,0,South,Female
13380,Bachelor's Degree,Medium,Married,Manager,0,North,Female
13381,High School,Low,Single,Student,0,Central,Female
13382,Bachelor's Degree,High,Single,Manager,2,West,Female
13383,Some College,Medium,Single,Entry Level,0,West,Female
13384,Master's Degree,Low,Single,Senior Manager,1,South,Female
13385,Some College,Low,Single,Entry Level,0,North,Female
13386,Master's Degree,Low,Single,Senior Manager,1,Central,Male
13387,Bachelor's Degree,High,Single,Manager,1,West,Male
13388,Master's Degree,Medium,Married,Senior Manager,1,North,Female
13389,Bachelor's Degree,Low,Married,Manager,0,South,Male
13390,Bachelor's Degree,Low,Single,Manager,1,South,Female
13391,Bachelor's Degree,High,Married,Manager,1,Central,Female
13392,High School,Medium,Single,Student,0,South,Female
13393,High School,High,Single,Student,0,East,Female
13394,Bachelor's Degree,Low,Married,Manager,2,Central,Male
13395,Master's Degree,Medium,Married,Senior Manager,0,South,Female
13396,High School,Low,Single,Student,0,South,Female
13397,Bachelor's Degree,Medium,Single,Manager,2,Central,Male
13398,Master's Degree,Medium,Married,Senior Manager,0,East,Male
13399,Bachelor's Degree,Medium,Divorced,Manager,2,East,Male
13400,Bachelor's Degree,High,Single,Manager,0,Central,Male
13401,Some College,Low,Single,Entry Level,0,Central,Female
13402,Master's Degree,High,Single,Senior Manager,1,North,Male
13403,Bachelor's Degree,Low,Single,Manager,3,South,Female
13404,Master's Degree,Low,Married,Senior Manager,2,Central,Female
13405,Master's Degree,Medium,Single,Senior Manager,0,South,Female
13406,Some College,Low,Single,Entry Level,0,East,Male
13407,Master's Degree,Medium,Married,Senior Manager,0,South,Female
13408,Master's Degree,High,Single,Senior Manager,1,North,Female
13409,Bachelor's Degree,High,Single,Manager,3,West,Male
13410,Master's Degree,Medium,Single,Senior Manager,1,West,Male
13411,Master's Degree,Low,Married,Senior Manager,0,South,Male
13412,High School,Low,Single,Student,0,North,Female
13413,Bachelor's Degree,Low,Single,Manager,0,East,Male
13414,Some College,Medium,Single,Entry Level,0,Central,Male
13415,Some College,Low,Single,Entry Level,0,North,Female
13416,Master's Degree,Low,Single,Senior Manager,3,Central,Female
13417,Bachelor's Degree,High,Married,Manager,0,West,Female
13418,Bachelor's Degree,High,Divorced,Manager,1,West,Female
13419,Master's Degree,High,Married,Senior Manager,1,East,Male
13420,Master's Degree,Low,Single,Senior Manager,2,South,Male
13421,Master's Degree,Low,Married,Senior Manager,2,East,Male
13422,Bachelor's Degree,Low,Divorced,Manager,3,East,Male
13423,Master's Degree,Low,Married,Senior Manager,1,West,Male
13424,High School,Low,Single,Student,0,Central,Female
13425,Bachelor's Degree,Low,Married,Manager,0,Central,Male
13426,High School,Medium,Single,Student,0,South,Female
13427,High School,Medium,Single,Student,0,East,Female
13428,Master's Degree,High,Single,Senior Manager,1,North,Female
13429,Master's Degree,Low,Married,Senior Manager,1,South,Male
13430,Master's Degree,Medium,Single,Senior Manager,0,East,Male
13431,Master's Degree,High,Married,Senior Manager,0,West,Female
13432,Some College,Low,Single,Entry Level,0,North,Female
13433,Bachelor's Degree,Low,Married,Manager,2,Central,Male
13434,Master's Degree,Medium,Married,Senior Manager,1,North,Female
13435,Some College,Low,Single,Entry Level,0,Central,Male
13436,Bachelor's Degree,Low,Single,Manager,2,East,Male
13437,Bachelor's Degree,Low,Single,Manager,1,North,Male
13438,Some College,Low,Single,Entry Level,0,Central,Male
13439,High School,Low,Single,Student,0,Central,Female
13440,Bachelor's Degree,High,Married,Manager,0,Central,Male
13441,Some College,Low,Single,Entry Level,0,South,Male
13442,Some College,Low,Single,Entry Level,0,North,Male
13443,Some College,Low,Single,Entry Level,0,East,Male
13444,Master's Degree,Low,Single,Senior Manager,3,South,Female
13445,High School,Low,Single,Student,0,South,Female
13446,Bachelor's Degree,Low,Married,Manager,0,East,Male
13447,Bachelor's Degree,Low,Married,Manager,0,West,Male
13448,Master's Degree,Low,Married,Senior Manager,0,West,Female
13449,Bachelor's Degree,Low,Single,Manager,2,Central,Male
13450,Bachelor's Degree,Low,Married,Manager,3,Central,Male
13451,Bachelor's Degree,Medium,Single,Manager,1,East,Male
13452,Master's Degree,Low,Single,Senior Manager,1,Central,Male
13453,Bachelor's Degree,Low,Single,Manager,3,West,Female
13454,Master's Degree,Low,Married,Senior Manager,1,South,Male
13455,Some College,Low,Single,Entry Level,0,Central,Male
13456,Bachelor's Degree,Low,Married,Manager,0,South,Female
13457,Bachelor's Degree,Medium,Married,Manager,1,North,Male
13458,Bachelor's Degree,Low,Married,Manager,1,South,Female
13459,Bachelor's Degree,Low,Single,Manager,2,West,Female
13460,Master's Degree,Low,Single,Senior Manager,1,Central,Female
13461,Master's Degree,Low,Married,Senior Manager,0,South,Male
13462,Bachelor's Degree,Medium,Married,Manager,1,West,Male
13463,Bachelor's Degree,Low,Married,Manager,0,West,Male
13464,Master's Degree,Low,Single,Senior Manager,1,East,Male
13465,Bachelor's Degree,Low,Married,Manager,1,South,Female
13466,High School,Low,Single,Student,0,Central,Female
13467,High School,Low,Single,Student,0,East,Male
13468,Master's Degree,Low,Married,Senior Manager,3,Central,Male
13469,Master's Degree,High,Married,Senior Manager,0,North,Male
13470,Master's Degree,High,Married,Senior Manager,1,Central,Female
13471,Bachelor's Degree,High,Married,Manager,0,South,Male
13472,Master's Degree,Low,Married,Senior Manager,0,South,Male
13473,Bachelor's Degree,Medium,Single,Manager,1,West,Male
13474,Bachelor's Degree,Low,Married,Manager,3,Central,Male
13475,Master's Degree,Low,Married,Senior Manager,1,East,Male
13476,Master's Degree,Low,Single,Senior Manager,3,Central,Female
13477,Master's Degree,Medium,Married,Senior Manager,0,North,Female
13478,Bachelor's Degree,High,Single,Manager,3,West,Female
13479,Master's Degree,Low,Single,Senior Manager,3,West,Male
13480,Bachelor's Degree,High,Single,Manager,1,East,Male
13481,Master's Degree,Low,Married,Senior Manager,2,Central,Male
13482,Bachelor's Degree,Low,Single,Manager,0,North,Female
13483,High School,Medium,Single,Student,0,South,Male
13484,Bachelor's Degree,High,Divorced,Manager,0,Central,Male
13485,Bachelor's Degree,Low,Married,Manager,0,North,Female
13486,Master's Degree,Medium,Married,Senior Manager,0,Central,Female
13487,Master's Degree,Medium,Married,Senior Manager,2,East,Male
13488,Bachelor's Degree,High,Married,Manager,0,South,Male
13489,High School,Medium,Single,Student,0,Central,Male
13490,Bachelor's Degree,Medium,Single,Manager,0,South,Male
13491,High School,Low,Single,Student,0,Central,Female
13492,Master's Degree,Low,Married,Senior Manager,2,North,Male
13493,Master's Degree,High,Married,Senior Manager,0,West,Female
13494,Master's Degree,High,Single,Senior Manager,1,East,Female
13495,High School,Medium,Single,Student,0,East,Male
13496,Master's Degree,Medium,Single,Senior Manager,1,Central,Female
13497,Bachelor's Degree,Low,Divorced,Manager,1,South,Male
13498,Master's Degree,Low,Married,Senior Manager,0,West,Male
13499,Master's Degree,Low,Married,Senior Manager,2,South,Female
13500,Bachelor's Degree,Medium,Married,Manager,0,North,Female
13501,High School,Low,Single,Student,0,West,Male
13502,Master's Degree,Medium,Single,Senior Manager,0,North,Male
13503,Master's Degree,Low,Single,Senior Manager,1,West,Male
13504,Master's Degree,Low,Single,Senior Manager,1,East,Female
13505,Master's Degree,High,Married,Senior Manager,1,West,Male
13506,Master's Degree,Low,Single,Senior Manager,2,East,Male
13507,Bachelor's Degree,High,Single,Manager,0,North,Male
13508,Master's Degree,Low,Single,Senior Manager,1,West,Female
13509,Bachelor's Degree,Medium,Married,Manager,1,East,Female
13510,High School,Low,Single,Student,0,East,Male
13511,Master's Degree,Medium,Married,Senior Manager,0,West,Female
13512,Master's Degree,Medium,Single,Senior Manager,1,South,Female
13513,Master's Degree,Medium,Married,Senior Manager,1,Central,Female
13514,High School,Low,Single,Student,0,North,Male
13515,Master's Degree,Low,Single,Senior Manager,0,Central,Male
13516,Some College,Medium,Single,Entry Level,0,Central,Male
13517,Some College,Low,Single,Entry Level,0,North,Male
13518,Master's Degree,Low,Married,Senior Manager,1,West,Male
13519,Bachelor's Degree,High,Single,Manager,1,Central,Female
13520,Master's Degree,Low,Married,Senior Manager,1,East,Male
13521,Master's Degree,High,Married,Senior Manager,0,South,Female
13522,High School,Low,Single,Student,0,South,Female
13523,Master's Degree,Medium,Married,Senior Manager,0,Central,Female
13524,Master's Degree,Low,Single,Senior Manager,1,East,Female
13525,Bachelor's Degree,High,Divorced,Manager,0,West,Female
13526,Master's Degree,Medium,Married,Senior Manager,2,Central,Female
13527,Bachelor's Degree,High,Single,Manager,0,West,Male
13528,Master's Degree,Low,Single,Senior Manager,0,South,Male
13529,Some College,Low,Single,Entry Level,0,East,Male
13530,Bachelor's Degree,Low,Single,Manager,1,South,Female
13531,Bachelor's Degree,Low,Married,Manager,1,Central,Female
13532,High School,Low,Single,Student,0,Central,Male
13533,High School,Low,Single,Student,0,Central,Male
13534,Master's Degree,Low,Single,Senior Manager,0,Central,Male
13535,Bachelor's Degree,Medium,Single,Manager,2,North,Female
13536,Bachelor's Degree,Medium,Married,Manager,1,North,Female
13537,Bachelor's Degree,Low,Married,Manager,3,South,Female
13538,Bachelor's Degree,Low,Married,Manager,2,West,Female
13539,Master's Degree,Low,Divorced,Senior Manager,1,Central,Female
13540,Master's Degree,High,Married,Senior Manager,0,West,Male
13541,Bachelor's Degree,Low,Single,Manager,1,North,Male
13542,High School,Low,Single,Student,0,Central,Female
13543,Bachelor's Degree,Medium,Married,Manager,0,Central,Female
13544,Master's Degree,High,Single,Senior Manager,2,North,Male
13545,Master's Degree,Low,Married,Senior Manager,0,Central,Female
13546,Some College,Low,Single,Entry Level,0,South,Female
13547,High School,Low,Single,Student,0,West,Female
13548,Master's Degree,Low,Divorced,Senior Manager,0,East,Male
13549,Bachelor's Degree,Low,Married,Manager,0,East,Female
13550,Bachelor's Degree,Low,Married,Manager,3,North,Female
13551,High School,Low,Single,Student,0,East,Female
13552,Master's Degree,Low,Single,Senior Manager,0,North,Male
13553,Bachelor's Degree,Low,Married,Manager,1,West,Male
13554,Bachelor's Degree,Low,Single,Manager,0,West,Male
13555,Bachelor's Degree,Low,Married,Manager,0,Central,Female
13556,High School,Low,Single,Student,0,West,Female
13557,Master's Degree,High,Divorced,Senior Manager,1,South,Male
13558,Bachelor's Degree,Low,Single,Manager,0,East,Female
13559,Master's Degree,Medium,Married,Senior Manager,3,Central,Female
13560,Bachelor's Degree,Medium,Single,Manager,0,North,Female
13561,Bachelor's Degree,Low,Married,Manager,0,South,Female
13562,Master's Degree,Low,Single,Senior Manager,1,North,Male
13563,Bachelor's Degree,Low,Divorced,Manager,2,North,Female
13564,Master's Degree,Low,Single,Senior Manager,2,Central,Male
13565,Bachelor's Degree,Low,Married,Manager,3,East,Female
13566,Bachelor's Degree,High,Single,Manager,0,North,Female
13567,Some College,Low,Single,Entry Level,0,East,Female
13568,Bachelor's Degree,Low,Married,Manager,0,West,Male
13569,Master's Degree,Medium,Married,Senior Manager,3,Central,Female
13570,High School,Low,Single,Student,0,West,Male
13571,Bachelor's Degree,Low,Married,Manager,1,North,Male
13572,Bachelor's Degree,High,Single,Manager,1,North,Female
13573,Master's Degree,Low,Single,Senior Manager,0,North,Female
13574,Master's Degree,Low,Single,Senior Manager,2,West,Male
13575,Master's Degree,Low,Single,Senior Manager,0,Central,Female
13576,Bachelor's Degree,High,Divorced,Manager,2,Central,Female
13577,Bachelor's Degree,High,Married,Manager,0,East,Female
13578,Some College,Low,Single,Entry Level,0,East,Female
13579,Master's Degree,Medium,Divorced,Senior Manager,2,West,Female
13580,Bachelor's Degree,Low,Married,Manager,0,Central,Female
13581,Bachelor's Degree,Low,Single,Manager,3,East,Female
13582,Master's Degree,Low,Married,Senior Manager,1,Central,Male
13583,Bachelor's Degree,Low,Married,Manager,2,West,Male
13584,Bachelor's Degree,Low,Single,Manager,0,South,Male
13585,Bachelor's Degree,Low,Married,Manager,0,West,Female
13586,Master's Degree,Low,Married,Senior Manager,1,West,Female
13587,Master's Degree,Low,Married,Senior Manager,1,South,Female
13588,Master's Degree,Low,Single,Senior Manager,1,South,Female
13589,Master's Degree,High,Single,Senior Manager,1,Central,Male
13590,Some College,Low,Single,Entry Level,0,South,Female
13591,Bachelor's Degree,Low,Married,Manager,1,Central,Female
13592,Some College,Low,Single,Entry Level,0,Central,Female
13593,High School,Low,Single,Student,0,West,Male
13594,Bachelor's Degree,Medium,Single,Manager,1,West,Female
13595,Some College,Low,Single,Entry Level,0,South,Female
13596,Bachelor's Degree,High,Single,Manager,1,Central,Male
13597,Bachelor's Degree,Medium,Married,Manager,0,North,Female
13598,Bachelor's Degree,High,Married,Manager,1,North,Female
13599,High School,Low,Single,Student,0,North,Female
13600,Bachelor's Degree,High,Single,Manager,0,West,Male
13601,Bachelor's Degree,Low,Married,Manager,1,West,Female
13602,Master's Degree,Low,Single,Senior Manager,1,South,Male
13603,Master's Degree,Medium,Married,Senior Manager,2,East,Male
13604,Bachelor's Degree,Low,Single,Manager,0,East,Male
13605,Bachelor's Degree,Low,Married,Manager,2,South,Male
13606,Bachelor's Degree,Medium,Married,Manager,1,North,Male
13607,Bachelor's Degree,High,Single,Manager,0,North,Female
13608,High School,Medium,Single,Student,0,Central,Female
13609,Bachelor's Degree,Medium,Married,Manager,3,West,Female
13610,Master's Degree,Low,Married,Senior Manager,0,North,Male
13611,Bachelor's Degree,Low,Single,Manager,2,West,Male
13612,Master's Degree,Medium,Married,Senior Manager,0,West,Male
13613,Bachelor's Degree,Low,Single,Manager,1,Central,Female
13614,Master's Degree,Low,Single,Senior Manager,0,Central,Female
13615,Master's Degree,Medium,Single,Senior Manager,0,West,Male
13616,High School,Low,Single,Student,0,East,Male
13617,Master's Degree,Low,Married,Senior Manager,1,Central,Female
13618,Master's Degree,Low,Single,Senior Manager,0,West,Male
13619,Master's Degree,Medium,Married,Senior Manager,0,West,Female
13620,Bachelor's Degree,High,Married,Manager,0,North,Female
13621,Master's Degree,Low,Married,Senior Manager,0,North,Male
13622,Master's Degree,Low,Divorced,Senior Manager,2,South,Male
13623,Bachelor's Degree,Low,Single,Manager,1,Central,Female
13624,Bachelor's Degree,Low,Married,Manager,2,North,Female
13625,Bachelor's Degree,Low,Single,Manager,1,South,Male
13626,Master's Degree,High,Married,Senior Manager,0,Central,Female
13627,Master's Degree,Medium,Divorced,Senior Manager,1,Central,Male
13628,Master's Degree,Medium,Married,Senior Manager,0,South,Female
13629,High School,Low,Single,Student,0,Central,Male
13630,Bachelor's Degree,Low,Single,Manager,3,East,Female
13631,Some College,Low,Single,Entry Level,0,South,Female
13632,Some College,Low,Single,Entry Level,0,North,Male
13633,High School,Medium,Single,Student,0,West,Male
13634,Some College,Low,Single,Entry Level,0,Central,Male
13635,Master's Degree,Low,Married,Senior Manager,1,East,Female
13636,Bachelor's Degree,Low,Married,Manager,3,East,Male
13637,Master's Degree,High,Single,Senior Manager,3,West,Female
13638,Bachelor's Degree,Low,Married,Manager,0,West,Male
13639,Master's Degree,High,Married,Senior Manager,1,Central,Male
13640,Master's Degree,High,Married,Senior Manager,1,North,Female
13641,High School,Low,Single,Student,0,West,Female
13642,High School,Low,Single,Student,0,Central,Female
13643,Master's Degree,Low,Married,Senior Manager,1,Central,Female
13644,Bachelor's Degree,Medium,Single,Manager,0,East,Male
13645,Master's Degree,Low,Married,Senior Manager,0,North,Female
13646,Master's Degree,Low,Single,Senior Manager,2,East,Female
13647,Master's Degree,High,Married,Senior Manager,0,West,Male
13648,Master's Degree,High,Single,Senior Manager,3,North,Female
13649,Bachelor's Degree,Low,Single,Manager,2,South,Male
13650,Master's Degree,Medium,Married,Senior Manager,3,West,Male
13651,Master's Degree,High,Divorced,Senior Manager,0,East,Female
13652,Bachelor's Degree,Low,Married,Manager,0,South,Female
13653,High School,Low,Single,Student,0,West,Male
13654,Some College,Low,Single,Entry Level,0,East,Male
13655,Master's Degree,Low,Married,Senior Manager,2,North,Female
13656,Bachelor's Degree,Low,Single,Manager,1,West,Male
13657,High School,Medium,Single,Student,0,West,Male
13658,Master's Degree,High,Single,Senior Manager,2,North,Female
13659,Bachelor's Degree,Low,Married,Manager,0,South,Female
13660,Bachelor's Degree,High,Married,Manager,0,South,Female
13661,Master's Degree,Low,Single,Senior Manager,2,South,Male
13662,Master's Degree,Low,Single,Senior Manager,2,South,Female
13663,High School,Low,Single,Student,0,East,Female
13664,Bachelor's Degree,High,Married,Manager,0,East,Female
13665,Master's Degree,Low,Married,Senior Manager,2,South,Male
13666,Bachelor's Degree,Low,Married,Manager,0,East,Male
13667,Master's Degree,High,Married,Senior Manager,0,East,Male
13668,High School,Low,Single,Student,0,North,Female
13669,Bachelor's Degree,Medium,Married,Manager,0,West,Male
13670,Master's Degree,High,Single,Senior Manager,0,East,Female
13671,Master's Degree,Medium,Divorced,Senior Manager,0,East,Male
13672,Bachelor's Degree,Low,Single,Manager,1,Central,Male
13673,High School,Low,Single,Student,0,East,Male
13674,Master's Degree,Low,Married,Senior Manager,1,East,Male
13675,Bachelor's Degree,Low,Married,Manager,1,Central,Male
13676,Master's Degree,Low,Single,Senior Manager,0,East,Male
13677,Bachelor's Degree,Medium,Divorced,Manager,1,South,Female
13678,Bachelor's Degree,Medium,Single,Manager,0,South,Female
13679,Bachelor's Degree,Medium,Married,Manager,3,West,Male
13680,Bachelor's Degree,Low,Single,Manager,2,West,Male
13681,Bachelor's Degree,Low,Married,Manager,2,South,Female
13682,Some College,Low,Single,Entry Level,0,South,Female
13683,Master's Degree,High,Married,Senior Manager,0,East,Male
13684,Master's Degree,High,Married,Senior Manager,3,Central,Female
13685,Bachelor's Degree,Low,Single,Manager,0,West,Male
13686,Bachelor's Degree,Low,Married,Manager,2,West,Female
13687,Master's Degree,High,Married,Senior Manager,0,East,Female
13688,Bachelor's Degree,Low,Married,Manager,1,East,Female
13689,Bachelor's Degree,Low,Married,Manager,0,West,Male
13690,Master's Degree,Low,Married,Senior Manager,0,South,Male
13691,Bachelor's Degree,Low,Single,Manager,3,West,Male
13692,Bachelor's Degree,Low,Married,Manager,3,North,Male
13693,Bachelor's Degree,Low,Single,Manager,3,East,Male
13694,Master's Degree,High,Divorced,Senior Manager,3,South,Male
13695,Bachelor's Degree,Low,Single,Manager,0,South,Male
13696,Bachelor's Degree,Medium,Married,Manager,0,South,Male
13697,Master's Degree,Low,Married,Senior Manager,0,West,Female
13698,Bachelor's Degree,High,Married,Manager,3,Central,Female
13699,Bachelor's Degree,Medium,Single,Manager,0,South,Male
13700,Bachelor's Degree,Low,Married,Manager,0,West,Male
13701,High School,Low,Single,Student,0,South,Male
13702,Bachelor's Degree,High,Single,Manager,1,East,Female
13703,Master's Degree,Low,Single,Senior Manager,1,South,Female
13704,Master's Degree,Medium,Married,Senior Manager,0,West,Female
13705,Some College,High,Single,Entry Level,0,East,Male
13706,Bachelor's Degree,High,Married,Manager,0,North,Male
13707,Bachelor's Degree,Low,Single,Manager,0,West,Female
13708,Master's Degree,Low,Married,Senior Manager,2,Central,Male
13709,High School,Medium,Single,Student,0,South,Male
13710,Master's Degree,Low,Single,Senior Manager,0,East,Female
13711,Master's Degree,Low,Married,Senior Manager,0,West,Male
13712,Some College,Medium,Single,Entry Level,0,West,Female
13713,Master's Degree,Low,Married,Senior Manager,0,South,Male
13714,Bachelor's Degree,Medium,Married,Manager,2,North,Male
13715,Bachelor's Degree,Low,Married,Manager,0,West,Female
13716,Bachelor's Degree,Medium,Married,Manager,1,South,Female
13717,High School,Medium,Single,Student,0,East,Male
13718,Master's Degree,Low,Single,Senior Manager,0,North,Female
13719,Bachelor's Degree,High,Married,Manager,0,West,Female
13720,Master's Degree,High,Single,Senior Manager,2,East,Female
13721,Master's Degree,Medium,Married,Senior Manager,1,East,Male
13722,Bachelor's Degree,Low,Married,Manager,2,South,Female
13723,Master's Degree,High,Married,Senior Manager,0,North,Female
13724,Bachelor's Degree,Low,Married,Manager,2,South,Female
13725,Bachelor's Degree,Low,Married,Manager,0,North,Male
13726,Bachelor's Degree,Low,Single,Manager,0,Central,Female
13727,Master's Degree,Low,Married,Senior Manager,3,East,Female
13728,Bachelor's Degree,Medium,Married,Manager,2,South,Male
13729,Bachelor's Degree,Low,Married,Manager,0,Central,Male
13730,Bachelor's Degree,Low,Single,Manager,0,West,Male
13731,Some College,Low,Single,Entry Level,0,North,Female
13732,Bachelor's Degree,Low,Married,Manager,1,Central,Female
13733,Bachelor's Degree,Low,Married,Manager,1,South,Male
13734,Master's Degree,Low,Divorced,Senior Manager,3,South,Male
13735,Master's Degree,Medium,Single,Senior Manager,1,West,Male
13736,Master's Degree,Low,Married,Senior Manager,0,South,Male
13737,Bachelor's Degree,Low,Single,Manager,0,West,Male
13738,Master's Degree,High,Divorced,Senior Manager,3,North,Male
13739,Some College,Low,Single,Entry Level,0,North,Male
13740,Bachelor's Degree,Low,Single,Manager,2,North,Male
13741,Bachelor's Degree,High,Single,Manager,3,South,Male
13742,Bachelor's Degree,Low,Married,Manager,2,East,Female
13743,Master's Degree,Medium,Married,Senior Manager,1,South,Male
13744,Master's Degree,Low,Married,Senior Manager,1,North,Male
13745,High School,Medium,Single,Student,0,West,Male
13746,Master's Degree,Medium,Single,Senior Manager,2,North,Female
13747,Master's Degree,Medium,Married,Senior Manager,0,South,Female
